ANO,CODESC,TIPOESC,NOMESC,DRE,DIRETORIA,SUBPREF,CEU,ENDERECO,NUMERO,BAIRRO,CEP,TEL1,TEL2,FAX,SITUACAO,CDIST,DISTRITO,SETOR,CODSEE,CODINEP,EH,NOME_ANT,T2D3D,DTURNOS,LATITUDE,LONGITUDE,REDE,DATABASE,TOTCLA,TOTALU,TOTALU_COM_COMPAT
2019,400312,CEI INDIR,JARDIM NORDESTE,PE,PENHA,PENHA,,RUA PARATIBA,680,JARDIM NORDESTE,03688010,20474254,,,Ativa,05,ARTUR ALVIM,0505,0181742,35181742,,,2D,G,-23527466,-46482451,CON,30/6/2019,14,157,158
2019,400313,CEI INDIR,"JOSE DE ANCHIETA, PE.",PE,PENHA,PENHA,,AVENIDA SYLVIO TORRES,401,CONJUNTO HABITACIONAL PADRE JOSÉ DE ANCH,03589010,27423315,,,Ativa,05,ARTUR ALVIM,0503,0181924,35181924,,,2D,G,-23552560,-46486521,CON,30/6/2019,15,155,155
2019,400314,CEI INDIR,SHIRO KYONO VER,PE,PENHA,PENHA,,RUA PROFESSOR THIRE,231,VILA NHOCUNE,03561010,27482239,,27482239,Ativa,05,ARTUR ALVIM,0501,0182217,35182217,,,2D,G,-23546162,-46495833,CON,30/6/2019,11,123,123
2019,400291,CEI DIRET,"MATIAS BONAR GONZALEZ, PE",PE,PENHA,PENHA,,RUA ESTÉFANO FILIPINI,99,CONJUNTO HABITACIONAL PADRE MANOEL DE PA,03591150,27480074,,27480074,Ativa,05,ARTUR ALVIM,0503,0280461,35280461,162900000210000,JARDIM BANDEIRANTES,2D,G,-23552400,-46481815,DIR,30/6/2019,11,120,120
2019,400292,CEI DIRET,"ABGAIL DA ROCHA MORENO, PROFA",PE,PENHA,PENHA,,RUA BOIPEVA,27,CIDADE A E CARVALHO,08220030,20418371,,,Ativa,05,ARTUR ALVIM,0504,0280446,35280446,162900000200000,ARTUR ALVIM,2D,G,-23539585,-46483000,DIR,30/6/2019,12,122,123
2019,400197,CEI DIRET,PARQUE DAS PAINEIRAS,PE,PENHA,PENHA,,RUA JOSE GIORDANO,736,PARQUE DAS PAINEIRAS,03694010,22806088,,,Ativa,05,ARTUR ALVIM,0505,0237863,35237863,162900000090000,,2D,G,-23536309,-46478954,DIR,30/6/2019,13,142,145
2019,400229,CEI DIRET,SAO LUIZ,PE,PENHA,PENHA,,RUA IRMÃO NICOLAU DA FONSECA,121,CONJUNTO HABITACIONAL PADRE MANOEL DA NÓ,03590170,27416682,,,Ativa,05,ARTUR ALVIM,0503,0237673,35237673,162900000150000,,2D,G,-23548973,-46485432,DIR,30/6/2019,12,134,134
2019,400226,CEI DIRET,SANTA BARBARA,PE,PENHA,PENHA,,RUA MARIA EUGENIA CELSO,255,PARQUE ARTUR ALVIM,03568050,27416221,,27416221,Ativa,05,ARTUR ALVIM,0503,0237826,35237826,162900000120000,,2D,G,-23543464,-46485260,DIR,30/6/2019,10,118,118
2019,400589,CEI INDIR,GALILEU MENON,PE,PENHA,PENHA,,AVENIDA HERMILO ALVES,956,VILA RE,03668000,26851719,,,Ativa,05,ARTUR ALVIM,0505,0288494,35288494,162900001130000,,2D,G,-23531713,-46489507,CON,30/6/2019,24,254,258
2019,400766,CEI INDIR,CONJUNTO HABITACIONAL PADRE MANOEL DE PAIVA,PE,PENHA,PENHA,,RUA ESTÉFANO FILIPINI,105,CONJUNTO HABITACIONAL PADRE MANOEL DE PA,03591150,23057943,,23057943,Ativa,05,ARTUR ALVIM,0503,0496625,35496625,162900001250000,CONJUNTO HABITACIONAL PADRE MANUEL DE PAIVA,2D,G,-23552508,-46481876,CON,30/6/2019,20,228,228
2019,500363,MOVA,ASS DE MUTUARIOS E MORADORES DA COHAB UNID I PE,PE,PENHA,PENHA,,AVENIDA PADRE ESTANISLAU DE CAMPOS,379,CONJ HABIT PADRE MANOEL DA NOBREGA,03590060,27465733,27428193,,Ativa,05,ARTUR ALVIM,0502,,,,ASS DE MUTUARIOS E MORADORES DA COHAB UNID I,2D,MTN,-23546312,-46481055,CON,30/6/2019,4,72,
2019,309142,CR.P.CONV,ONDACAIMA JUNIOR,PE,PENHA,PENHA,,RUA MACIEL MONTEIRO,70,VILA SANTA TERESA ZONA LESTE,03566000,35424654,,,Ativa,05,ARTUR ALVIM,0502,0005557,35005557,,,2D,G,-23536251,-46490469,CON,30/6/2019,15,177,178
2019,309047,CR.P.CONV,CARLOS JACOB,PE,PENHA,PENHA,,RUA PLÍNIO CAVALCANTI,409,PARQUE ARTUR ALVIM,03569020,27497981,,,Ativa,05,ARTUR ALVIM,0502,0005318,35005318,,,2D,G,-23542051,-46487895,CON,30/6/2019,17,151,151
2019,400042,CEI DIRET,EDNA ROSELY ALVES,PE,PENHA,PENHA,,AVENIDA FREDERICK HOFFMANN,235,JARDIM COIMBRA,03693040,22804660,,22804660,Ativa,05,ARTUR ALVIM,0505,0237796,35237796,162900000030000,,2D,G,-23529658,-46480098,DIR,30/6/2019,15,140,146
2019,400170,CEI DIRET,"MANOEL DA NOBREGA,PDE.",PE,PENHA,PENHA,,RUA PADRE JOSE VIEIRA DE MATOS,128,CONJ HABIT PADRE MANOEL DA NOBREGA,03590010,27413183,,,Ativa,05,ARTUR ALVIM,0503,0237760,35237760,162900000060000,,2D,G,-23544049,-46479718,DIR,30/6/2019,10,100,100
2019,308516,CR.P.CONV,CRESCER E APRENDER,PE,PENHA,PENHA,,RUA GIROLAMO CARDANO,86,JARDIM COIMBRA,03693060,45081426,,,Ativa,05,ARTUR ALVIM,0505,0580983,35580983,,,2D,G,-23530933,-46478829,CON,30/6/2019,9,96,96
2019,308506,CR.P.CONV,NOSSO CANTINHO,PE,PENHA,PENHA,,RUA PLÍNIO CAVALCANTI,314,PARQUE ARTUR ALVIM,03569020,27433971,,,Ativa,05,ARTUR ALVIM,0502,0580818,35580818,,,2D,G,-23541899,-46488837,CON,30/6/2019,10,106,106
2019,308464,CR.P.CONV,MUNDINHO DO MATHEUS,PE,PENHA,PENHA,,RUA DOUTOR EMANUEL DIAS,226,VILA SANTA TERESA ZONA LESTE,03565050,43232553,,,Ativa,05,ARTUR ALVIM,0502,0580004,35580004,,MUNDINHO DE MATHEUS,2D,G,-23537637,-46493031,CON,30/6/2019,13,139,140
2019,308934,CR.P.CONV,MARIA AUXILIADORA,PE,PENHA,PENHA,,RUA TAUÁ,313,JARDIM NORDESTE,03691180,20260326,,,Ativa,05,ARTUR ALVIM,0505,0005275,35005275,,,2D,G,-23534511,-46480722,CON,30/6/2019,7,80,80
2019,501544,MOVA,ASS MORADORES NA LUTA P MORADIA DO CONJ TEOTONIO VILELA,PE,PENHA,PENHA,,RUA DOMENICO MELLI,201,CONJUNTO HABITACIONAL PADRE MANOEL DE PA,03591110,997113869,,,Ativa,05,ARTUR ALVIM,0503,,,,ASS MORADORES NA LUTA P MORADIA DO CONJ TEOTO,2D,MTN,-23553269,-46482319,CON,30/6/2019,3,58,
2019,501546,MOVA,CENTRO DE EDUCACAO DA ZONA LESTE,PE,PENHA,PENHA,,RUA SÃO VITÓRIO,469,VILA NHOCUNE,03561000,,,,Ativa,05,ARTUR ALVIM,0501,,,,,2D,N,-23547127,-46495748,CON,30/6/2019,2,40,
2019,090671,EMEI,LEONARDO ARROYO,PE,PENHA,PENHA,,RUA PADRE JOSÉ VIEIRA DE MATOS,44,CONJUNTO HABITACIONAL PADRE MANOEL DA NÓ,03590010,27421120,,27426405,Ativa,05,ARTUR ALVIM,0503,0083951,35083951,162900000130000,COHAB ITAQUERA I - UNIDADE I,2D,G,-23543798,-46479865,DIR,30/6/2019,3,67,67
2019,090689,EMEI,"MARIA VITORIA DA CUNHA, PROFA.",PE,PENHA,PENHA,,RUA PADRE TOMÁS DE VILANOVA,644,CONJUNTO HABITACIONAL PADRE MANOEL DA NÓ,03590100,27417293,,,Ativa,05,ARTUR ALVIM,0503,0084347,35084347,162900000170000,COHAB ITAQUERA I - UNIDADE II,2D,MT,-23544202,-46485206,DIR,30/6/2019,4,123,123
2019,090697,EMEI,PEDRO BRASIL BANDECCHI,PE,PENHA,PENHA,,AVENIDA WALDEMAR TIETZ,950,CONJUNTO HABITACIONAL PADRE JOSÉ DE ANCH,03589000,27411175,27417617,27417617,Ativa,05,ARTUR ALVIM,0503,0087208,35087208,162900000180000,COHAB ITAQUERA I - UNIDADE III,2D,MT,-23549371,-46485570,DIR,30/6/2019,8,260,261
2019,090701,EMEI,IBIAPABA MARTINS,PE,PENHA,PENHA,,RUA MARIA EUGÊNIA CELSO,295,PARQUE ARTUR ALVIM,03568050,27418360,27423055,,Ativa,05,ARTUR ALVIM,0503,0087212,35087212,162900000100000,COHAB ITAQUERA I - UNIDADE IV,2D,MT,-23543688,-46485670,DIR,30/6/2019,8,254,255
2019,090719,EMEI,"LUCIANO ROBERTO, PROF.",PE,PENHA,PENHA,,RUA PADRE CLAUDIO GOMES,75,CONJ HABIT PADRE MANOEL DA NOBREGA,03590020,27416413,,27414316,Ativa,05,ARTUR ALVIM,0503,0087221,35087221,162900000160000,COHAB ITAQUERA I - UNIDADE V,2D,MT,-23544432,-46479361,DIR,30/6/2019,6,151,151
2019,090727,EMEI,ROBERTO VICTOR CORDEIRO,PE,PENHA,PENHA,,AVENIDA SYLVIO TORRES,349,COHAB PADRE JOSE DE ANCHIETA,03589010,27428270,27473890,,Ativa,05,ARTUR ALVIM,0503,0087233,35087233,162900000190000,COHAB ITAQUERA I UNIDADE VI,2D,MT,-23552420,-46487236,DIR,30/6/2019,8,230,230
2019,091324,EMEI,EVARISTO DA VEIGA,PE,PENHA,PENHA,,RUA PIERRE JANSSEN,40,JARDIM NORDESTE,03690010,20483062,,,Ativa,05,ARTUR ALVIM,0505,0052103,35052103,162900000070000,,2D,MT,-23530583,-46475700,DIR,30/6/2019,12,376,377
2019,093998,EMEF,"ABRAO DE MORAES, PROF.",PE,PENHA,PENHA,,RUA ISAURA VERGUEIRO NAUFEL,238,VILA NHOCUNE,03560020,27493900,27471566,27493900,Ativa,05,ARTUR ALVIM,0501,0054860,35054860,162900000020000,VILA NHOCUNE,2D,MT,-23547382,-46499875,DIR,30/6/2019,24,620,620
2019,094030,EMEF,ARTHUR ALVIM,PE,PENHA,PENHA,,RUA DESEMBARGADOR ROCHA PORTELA,464,ARTUR ALVIM,03567000,29582051,29585837,29585837,Ativa,05,ARTUR ALVIM,0502,0054793,35054793,162900000080000,ESCOLA MASCULINA DE ARTHUR ALVIM,2D,MT,-23538608,-46493470,DIR,30/6/2019,25,739,741
2019,094048,EMEF,"ANTONIO VIEIRA, PE.",PE,PENHA,PENHA,,RUA ANTONINO BACAERI,171,JARDIM NORDESTE,03687060,20486864,22806566,,Ativa,05,ARTUR ALVIM,0505,0055136,35055136,162900000050000,E.M. DO JARDIM NORDESTE,2D,MT,-23527015,-46486160,DIR,30/6/2019,26,736,736
2019,094056,EMEF,"JENNY GOMES, DA.",PE,PENHA,PENHA,,RUA JOHN NEPER,109,JARDIM COIMBRA,03693100,22805121,,22805121,Ativa,05,ARTUR ALVIM,0505,0055141,35055141,162900000110000,"JARDIM BRASIL, ESCOLA MISTA DO",2D,MTN,-23532868,-46476908,DIR,30/6/2019,28,852,854
2019,019396,EMEF,"SERAFIN MARTINEZ GUTIERREZ, PE.",PE,PENHA,PENHA,,AVENIDA WALDEMAR TIETZ,1521,ARTHUR ALVIM,03589001,22177270,,,Ativa,05,ARTUR ALVIM,0503,0400324,35400324,162900001190000,CONJUNTO HABITACIONAL PADRE JOSE DE ANCHIETA,2D,MT,-23551608,-46482211,DIR,30/6/2019,26,812,812
2019,018279,EMEI,"CEZAR ROGERIO OLIVEIRA PERAMEZZA, PROF.",PE,PENHA,PENHA,,RUA PROFESSOR THIRÉ,151,VILA NHOCUNE,03561010,27428070,,27428108,Ativa,05,ARTUR ALVIM,0501,0207792,35207792,162900000010000,,2D,MT,-23546682,-46496831,DIR,30/6/2019,10,338,338
2019,019101,EMEI,"DINAH FERNANDES COSTA , PROFA.",PE,PENHA,PENHA,,RUA JOSE GIORDANO,784,PARQUE DAS PAINEIRAS,03694010,20423332,20423028,,Ativa,05,ARTUR ALVIM,0505,0223220,35223220,162900000040000,JARDIM NORDESTE,2D,MT,-23536417,-46479369,DIR,30/6/2019,10,305,307
2019,015121,EMEF,"JOSE CARLOS DE FIGUEIREDO FERRAZ, PREF.",PE,PENHA,PENHA,,RUA ALEXANDER BAIN,89,JARDIM NORDESTE,03690060,20483469,22805151,,Ativa,05,ARTUR ALVIM,0505,0200025,35200025,162900000140000,,2D,MT,-23528199,-46479490,DIR,30/6/2019,28,888,889
2019,306497,CR.P.CONV,"ANGELICA, IRMA",PE,PENHA,PENHA,,RUA DIVIANA,18,JARDIM SANTO ANTÔNIO,03563310,27433606,,,Ativa,05,ARTUR ALVIM,0502,0813734,35813734,,IRMA ANGELICA,2D,G,-23550956,-46492378,CON,30/6/2019,5,67,67
2019,306416,CR.P.CONV,MMDC,PJ,PIRITUBA,LAPA,,RUA MINISTRO GODOI,81,PERDIZES,05015000,38743800,,,Ativa,06,BARRA FUNDA,0605,0180166,35180166,,,2D,G,-23530511,-46667439,CON,30/6/2019,11,117,117
2019,306421,CR.P.CONV,SANTA MARINA,PJ,PIRITUBA,LAPA,,RUA DOUTOR MOACIR TRANCOSO,120,AGUA BRANCA,05037120,36110977,36110977,,Ativa,06,BARRA FUNDA,0601,0180464,35180464,,,2D,G,-23518697,-46687566,CON,30/6/2019,3,59,59
2019,400315,CEI INDIR,ANIBAL DI FRANCIA,PJ,PIRITUBA,LAPA,,RUA CAPITAO FRANCISCO TEIXEIRA NOGUEIRA,383,AGUA BRANCA,05037030,36115778,,,Ativa,06,BARRA FUNDA,0601,0181766,35181766,,CINGAPURA AGUA BRANCA,2D,G,-23511535,-46686335,CON,30/6/2019,15,154,155
2019,400496,CEI DIRET,13 DE MAIO,IP,IPIRANGA,SE,,RUA TREZE DE MAIO,1279,BELA VISTA,01327000,32891218,32888478,,Ativa,07,BELA VISTA,0701,0280653,35280653,162600001070000,SECRETARIA DOS NEGOCIOS JURIDICOS,2D,G,-23564153,-46644890,DIR,30/6/2019,9,82,84
2019,400316,CEI INDIR,BELA VISTA,IP,IPIRANGA,SE,,RUA HUMAITA,500,BELA VISTA,01321010,23397177,,,Ativa,07,BELA VISTA,0701,0180890,35180890,,,2D,G,-23557185,-46642008,CON,30/6/2019,14,179,180
2019,400318,CEI INDIR,FERNANDA,IP,IPIRANGA,SE,,RUA PEDROSO,348,BELA VISTA,01322010,32883387,,32883387,Ativa,07,BELA VISTA,0701,0180920,35180920,,,2D,G,-23562122,-46642130,CON,30/6/2019,10,100,100
2019,400319,CR.P.CONV,"PEQUENO MUNDO II, CEI",IP,IPIRANGA,SE,,RUA SANTA MADALENA,376,LIBERDADE,01322020,31429484,,,Ativa,07,BELA VISTA,0701,0180956,35180956,,GUGUINHA II,2D,G,-23562531,-46645053,CON,30/6/2019,19,228,228
2019,400727,CEI INDIR,JOSE NELSON DE OLIVEIRA E FREITAS,IP,IPIRANGA,SE,,RUA CONSELHEIRO CARRÃO,399,BELA VISTA,01328000,31710053,,,Ativa,07,BELA VISTA,0701,0435594,35435594,,,2D,G,-23557857,-46646020,CON,30/6/2019,7,70,72
2019,400735,CEI INDIR,MARIA ANTONIETA DE CASTRO,IP,IPIRANGA,SE,,RUA ARTUR PRADO,331,BELA VISTA,01322000,31429744,,31429744,Ativa,07,BELA VISTA,0701,0445162,35445162,,,2D,G,-23563362,-46643045,CON,30/6/2019,14,149,151
2019,400661,CEI INDIR,PEQUENO MUNDO I,IP,IPIRANGA,SE,,RUA PEIXOTO GOMIDE,305,JARDIM PAULISTA,01409001,32569888,,,Ativa,07,BELA VISTA,0701,0347450,35347450,,NOSSO LAR XIV,2D,G,-23557450,-46655462,CON,30/6/2019,7,78,78
2019,309212,CR.P.CONV,CANTINHO IRMAOS NATALI,IP,IPIRANGA,SE,,RUA TREZE DE MAIO,1413,BELA VISTA,01327905,31711162,,,Ativa,07,BELA VISTA,0701,0005731,35005731,,,2D,G,-23565565,-46644643,CON,30/6/2019,22,189,189
2019,309084,CR.P.CONV,PEQUENO MUNDO IV,IP,IPIRANGA,SE,,ALAMEDA JOAQUIM EUGÊNIO DE LIMA,164,JARDIM PAULISTA,01403000,26400504,,,Ativa,07,BELA VISTA,0701,0005439,35005439,,,2D,G,-23563814,-46648727,CON,30/6/2019,12,102,105
2019,501071,MOVA,OBR SOC NS SRA AQUIROPITA - CENT SOC DOM ORIONE,IP,IPIRANGA,SE,,RUA DOUTOR LUÍS BARRETO,315,BELA VISTA,01328020,,,,Ativa,07,BELA VISTA,0701,,,,OBR SOC NS SRA AQUIROPITA - CENT SOC DOM ORIO,2D,N,-23557054,-46647315,CON,30/6/2019,10,232,
2019,094633,EMEF,CELSO LEITE RIBEIRO FILHO,IP,IPIRANGA,SE,,RUA HUMAITA,480,BELA VISTA,01321010,32415519,,31069484,Ativa,07,BELA VISTA,0701,0053041,35053041,162600000420000,INST. MUN. DE EDUCACAO E PESQUISA IMEP,2D,MTN,-23557340,-46642041,DIR,30/6/2019,32,1040,1042
2019,091847,EMEI,ANGELO MARTINO,IP,IPIRANGA,SE,,RUA HUMAITA,536,BELA VISTA,01321010,31016333,31151766,31151766,Ativa,07,BELA VISTA,0701,0051561,35051561,162600000410000,HUMAITA - PI 30,2D,MT,-23556900,-46641803,DIR,30/6/2019,10,315,318
2019,306398,CR.P.CONV,BRAZILIA LACERDA DE ARRUDA BOTELHO,IP,IPIRANGA,SE,,RUA CONDE DE SAO JOAQUIM,253,BELA VISTA,01320010,31066566,,31066566,Ativa,07,BELA VISTA,0701,0180919,35180919,,BRASILIA LACERDA ARRUDA BOTELHO,2D,G,-23556912,-46638426,CON,30/6/2019,13,143,143
2019,306521,CR.P.CONV,SAO FRANCISCO DE ASSIS,IP,IPIRANGA,SE,,RUA ALMIRANTE MARQUES DE LEAO,602,BELA VISTA,01330010,32623284,,32850548,Ativa,07,BELA VISTA,0701,0180944,35180944,,,2D,G,-23561442,-46649739,CON,30/6/2019,11,178,178
2019,307066,CR.P.CONV,ACONCHEGO II,IP,IPIRANGA,SE,,RUA ARAQUÃ,51,BELA VISTA,01306020,31514377,,,Ativa,07,BELA VISTA,0701,0428711,35428711,,,2D,G,-23553471,-46648854,CON,30/6/2019,9,84,85
2019,306740,CR.P.CONV,MAE ACHIROPITA,IP,IPIRANGA,SE,,RUA DOUTOR LUÍS BARRETO,314,BELA VISTA,01328020,31067235,,,Ativa,07,BELA VISTA,0701,0295206,35295206,,,2D,G,-23557309,-46647393,CON,30/6/2019,13,183,184
2019,306681,CR.P.CONV,ACONCHEGO,IP,IPIRANGA,SE,,RUA AVANHANDAVA,814,BELA VISTA,01306000,32588738,,,Ativa,07,BELA VISTA,0701,0284749,35284749,,"ACONCHEGO, CRECHE",2D,G,-23553718,-46649408,CON,30/6/2019,10,88,88
2019,307742,CR.P.CONV,BEZERRA DE MENEZES,PE,PENHA,MOOCA,,AVENIDA CONDESSA ELISABETH DE ROBIANO,454,VILA MOREIRA,03074000,22921617,,,Ativa,08,BELEM,0803,0468642,35468642,,,2D,G,-23530648,-46593556,CON,30/6/2019,11,77,77
2019,306491,CR.P.CONV,"FABIANO DE CRISTO, CASA TRANSIT",PE,PENHA,MOOCA,,AVENIDA CONDESSA ELISABETH DE ROBIANO,454,CATUMBI,03074000,27972995,27972999,,Ativa,08,BELEM,0803,0806997,35806997,,,2D,G,-23530648,-46593556,CON,30/6/2019,6,96,97
2019,306359,CR.P.CONV,SAO FRANCISCO DE ASSIS,PE,PENHA,MOOCA,,RUA DOUTOR SILVA LEME,137,BRAS,03047020,26949076,,,Ativa,08,BELEM,0801,0182382,35182382,,,2D,G,-23539096,-46601834,CON,30/6/2019,5,80,80
2019,092151,EMEI,"ELDY POLI BIFONE, PROFA.",PE,PENHA,MOOCA,,AVENIDA ARISTON AZEVEDO,134,CATUMBI,03021020,22921933,,,Ativa,08,BELEM,0803,0051585,35051585,162900000580000,CATUMBI - PI 6,2D,MT,-23528392,-46600868,DIR,30/6/2019,16,500,504
2019,092045,EMEI,GUILHERME RUDGE,PE,PENHA,MOOCA,,PRACA MAJOR GUILHERME RUDGE,128,BELENZINHO,03014020,22929783,,26949790,Ativa,08,BELEM,0801,0051573,35051573,162900000600000,,2D,MT,-23537411,-46589151,DIR,30/6/2019,6,191,191
2019,011851,EMEF,ANALIA FRANCO BASTOS,PE,PENHA,MOOCA,,AVENIDA ARISTON AZEVEDO,20,CATUMBI,03021020,26182100,26932197,,Ativa,08,BELEM,0803,0076132,35076132,162900000590000,,2D,MTN,-23527397,-46600161,DIR,30/6/2019,30,930,932
2019,308841,CR.P.CONV,KALIXTO MENDES IV,PE,PENHA,MOOCA,,RUA IRMÃ CAROLINA,600,BELENZINHO,03058040,26924206,,,Ativa,08,BELEM,0801,0004699,35004699,,,2D,G,-23538423,-46583461,CON,30/6/2019,9,123,123
2019,309045,CR.P.CONV,GEPETTO,PE,PENHA,MOOCA,,RUA CAJURU,956,BELENZINHO,03057000,23050034,,,Ativa,08,BELEM,0801,0005317,35005317,,,2D,G,-23540954,-46595131,CON,30/6/2019,7,95,95
2019,309123,CR.P.CONV,SANTA RITA,PE,PENHA,MOOCA,,RUA CACHOEIRA,1049,CATUMBI,03024000,,,,Ativa,08,BELEM,0803,0005520,35005520,,,2D,G,-23531870,-46608183,CON,30/6/2019,8,70,70
2019,400615,CEI INDIR,"MARIA ARMINDA NOGUEIRA, IRMA",PE,PENHA,MOOCA,,RUA JUVENAL GOMES COIMBRA,64,BRAS,03021050,22911747,,,Ativa,08,BELEM,0803,0309059,35309059,,IRMA MARIA ARMINDA NOGUEIRA,2D,G,-23527765,-46599429,CON,30/6/2019,18,200,202
2019,400631,CEI INDIR,MARIA DE BELEM,PE,PENHA,MOOCA,,RUA MONTEIRO CAMINHOA,83,BELENZINHO,03302040,27967526,,,Ativa,08,BELEM,0802,0310748,35310748,,,2D,G,-23544638,-46589060,CON,30/6/2019,14,170,170
2019,400576,CR.P.CONV,"CORACAO DE MARIA, CEI",PE,PENHA,MOOCA,,RUA RODRIGO CÉSAR DE MENEZES,57,CATUMBI,03020040,2694-5770,,,Ativa,08,BELEM,0803,0195561,35195561,,,2D,G,-23536187,-46600741,CON,30/6/2019,8,113,113
2019,400320,CEI INDIR,BELEM,PE,PENHA,MOOCA,,RUA LIMONITA,29,QUARTA PARADA,03177110,28727999,,,Ativa,08,BELEM,0802,0182357,35182357,,,2D,G,-23547305,-46584350,CON,30/6/2019,19,195,195
2019,400321,CR.P.CONV,VIVER E APRENDER,PE,PENHA,MOOCA,,RUA RODRIGO DE MENEZES,62,CATUMBI,03020040,26936981,,,Ativa,08,BELEM,0803,0182370,35182370,,LEAOZINHO,2D,G,-23535417,-46600073,CON,30/6/2019,9,105,105
2019,400322,CEI INDIR,PONTE PEQUENA,IP,IPIRANGA,SE,,AVENIDA SANTOS DUMONT,843,LUZ,01101000,32285829,,32285829,Ativa,09,BOM RETIRO,0901,0180026,35180026,,,2D,G,-23521017,-46630536,CON,30/6/2019,10,94,94
2019,400266,CEI DIRET,WILSON JOSE ABDALLA,IP,IPIRANGA,SE,,RUA NEVES DE CARVALHO,850,BOM RETIRO,01132010,32222109,33370147,,Ativa,09,BOM RETIRO,0901,0239434,35239434,162600000440000,,2D,G,-23518628,-46650290,DIR,30/6/2019,14,123,126
2019,400480,CEI INDIR,LAR CRIANCA FELIZ,IP,IPIRANGA,SE,,RUA PAULINO GUIMARAES,279,LUZ,01109020,32293109,,,Ativa,09,BOM RETIRO,0901,0059183,35059183,,,2D,G,-23524404,-46626140,CON,30/6/2019,15,140,140
2019,400570,CEI INDIR,"SONHO DE CRIANCA, C.E.I.",IP,IPIRANGA,SE,,AVENIDA PRESIDENTE CASTELO BRANCO,5200,BOM RETIRO,01142200,32234667,,,Ativa,09,BOM RETIRO,0901,0148337,35148337,,,2D,G,-23518939,-46644884,CON,30/6/2019,15,164,164
2019,309035,CR.P.CONV,VOVO MARIA,IP,IPIRANGA,SE,,RUA DOS ITALIANOS,1225,BOM RETIRO,01131000,23653649,23653655,,Ativa,09,BOM RETIRO,0901,0005189,35005189,,,2D,G,-23519734,-46646586,CON,30/6/2019,29,296,296
2019,501477,MOVA,CASA PORTO SEGURO,IP,IPIRANGA,SE,,RUA PORTO SEGURO,234,LUZ,01109040,,,,Ativa,09,BOM RETIRO,0901,,,,,2D,MT,-23522602,-46627427,CON,30/6/2019,4,74,
2019,091880,EMEI,JOAO THEODORO,IP,IPIRANGA,SE,,RUA RIBEIRO DE LIMA,230,BOM RETIRO,01122000,33264632,33299403,,Ativa,09,BOM RETIRO,0901,0051664,35051664,162600000450000,JARDIM DA LUZ - PI,2D,MT,-23532245,-46634934,DIR,30/6/2019,10,252,253
2019,091898,EMEI,"ALCEU MAYNARD DE ARAUJO, PROF.",IP,IPIRANGA,SE,,RUA NEVES DE CARVALHO,780,BOM RETIRO,01132010,32219134,,32217993,Ativa,09,BOM RETIRO,0901,0051597,35051597,162600000430000,BOM RETIRO - PI 19,2D,MT,-23519089,-46649773,DIR,30/6/2019,10,299,308
2019,306397,CR.P.CONV,BETTY LAFER,IP,IPIRANGA,SE,,RUA JORGE VELHO,96,BOM RETIRO,01124040,33117081,,33117081,Ativa,09,BOM RETIRO,0901,0180038,35180038,,,2D,G,-23526432,-46631255,CON,30/6/2019,9,204,204
2019,306402,CR.P.CONV,CASA DOM GASTAO,IP,IPIRANGA,SE,,RUA PRATES,263,BOM RETIRO,01121000,32273423,,,Ativa,09,BOM RETIRO,0901,0180048,35180048,,,2D,G,-23531233,-46636293,CON,30/6/2019,13,162,162
2019,306408,CR.P.CONV,PEQUENOS BRILHANTES,IP,IPIRANGA,SE,,AVENIDA DO ESTADO,1471,BOM RETIRO,01107000,33266185,,,Ativa,09,BOM RETIRO,0901,0565179,35565179,,CORDEIRINHOS DE JESUS,2D,G,-23527861,-46627569,CON,30/6/2019,8,93,93
2019,306540,CR.P.CONV,CENTRO SOCIAL DA CRIANCA,IP,IPIRANGA,SE,,RUA DJALMA DUTRA,30,LUZ,01103010,33150045,,,Ativa,09,BOM RETIRO,0901,0059080,35059080,,,2D,G,-23535103,-46628837,CON,30/6/2019,9,109,109
2019,306410,CR.P.CONV,DIVINA PROVIDENCIA,PE,PENHA,MOOCA,,RUA DA MOOCA,113,MOOCA,03103000,32091132,,,Ativa,10,BRAS,1005,0181161,35181161,,,2D,G,-23553290,-46624353,CON,30/6/2019,17,262,262
2019,306426,CR.P.CONV,SAO VITO,PE,PENHA,MOOCA,,RUA POLIGNANO A MARE,255,BRAS,03005040,32278234,,,Ativa,10,BRAS,1003,0180063,35180063,,,2D,G,-23542392,-46624290,CON,30/6/2019,7,98,98
2019,018520,EMEI,JOAO MENDONCA FALCAO,PE,PENHA,MOOCA,,RUA CORONEL MURSA,167,BRAS,03043050,32084208,32778722,32084208,Ativa,10,BRAS,1004,0207706,35207706,162900000610000,BRAS,2D,MT,-23548636,-46616925,DIR,30/6/2019,12,408,410
2019,501603,MOVA,"CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS - CEDUCASTHI",PE,PENHA,MOOCA,,RUA DOUTOR ALMEIDA LIMA,400,MOOCA,03164000,,,,Ativa,10,BRAS,1002,,,,"CONS EDUC, CULT E ACAO SOCIAL THIAGO DE JESUS",2D,TN,-23546058,-46614570,CON,30/6/2019,2,40,
2019,309040,CR.P.CONV,DIAMANTES,PE,PENHA,MOOCA,,RUA CAETANO PINTO,188,BRÁS,03041000,32072028,,,Ativa,10,BRAS,1004,0005257,35005257,,,2D,G,-23547865,-46621862,CON,30/6/2019,7,99,99
